Sub_Department,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
